Committee_Name,Report_Year,Report_Type,Is Amendment,,
MICHAEL H WRAY FOR STATE HOUSE,2006,Mid Year Semi-Annual,,,
MICHAEL H WRAY FOR STATE HOUSE,2006,Year End Semi-Annual,,,
MICHAEL H WRAY FOR STATE HOUSE,2010,Year End Semi-Annual,,,
MICHAEL H WRAY FOR STATE HOUSE,2014,Mid Year Semi-Annual,,,
MICHAEL LAVENDER FOR NC SENATE,2014,First Quarter,,,
MICHAEL LAVENDER FOR NC SENATE,2014,Organizational,,,
MICHAEL P WALTERS FOR NC SENATE,2009,Organizational,,,
MICHAEL ROBINSON FOR NC SUPREME COURT,2014,Organizational,,,
MICHAEL SURLES FOR JUDGE,2016,First Quarter,X,,
MICHAEL WEISEL COMM,2002,Final,X,,
MICHAUX CAMPAIGN COMM,2014,Fourth Quarter,,,
MICHAUX CAMPAIGN COMM,2015,Mid Year Semi-Annual,,,
MICHAUX CAMPAIGN COMM,2015,Year End Semi-Annual,,,
MICHAUX CAMPAIGN COMM,2016,First Quarter,,,
MICHAUX CAMPAIGN COMM,2016,Fourth Quarter,,,
MICHAUX CAMPAIGN COMM,2016,Second Quarter,,,
MICHAUX CAMPAIGN COMM,2016,Third Quarter,,,
MICHAUX CAMPAIGN COMM,2019,Mid Year Semi-Annual,,,
MICHAUX CAMPAIGN COMM,2019,Year End Semi-Annual,,,
MICROSOFT CORP PAC,2009,Year End Semi-Annual,,,
MICROSOFT CORP PAC,2010,First Quarter,,,
MICROSOFT CORP PAC,2010,Fourth Quarter,,,
MICROSOFT CORP PAC,2010,Second Quarter,,,
MICROSOFT CORP PAC,2010,Third Quarter,,,
MICROSOFT CORP PAC,2011,Mid Year Semi-Annual,,,
MICROSOFT CORP PAC,2011,Year End Semi-Annual,,,
MICROSOFT CORP PAC,2012,First Quarter,,,
MICROSOFT CORP PAC,2012,Fourth Quarter,,,
MICROSOFT CORP PAC,2012,Second Quarter,,,
MICROSOFT CORP PAC,2012,Third Quarter,,,
MICROSOFT CORP PAC,2014,First Quarter,,,
MICROSOFT CORP PAC,2016,First Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2009,Year End Semi-Annual,,,
MID-ATLANTIC LABORERS POL LEAGUE,2010,First Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2010,Fourth Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2010,Second Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2010,Third Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2011,Mid Year Semi-Annual,,,
MID-ATLANTIC LABORERS POL LEAGUE,2011,Year End Semi-Annual,,,
MID-ATLANTIC LABORERS POL LEAGUE,2012,First Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2012,Fourth Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2012,Second Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2012,Third Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2014,First Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2014,Fourth Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2014,Second Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2014,Third Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2015,Mid Year Semi-Annual,,,
MID-ATLANTIC LABORERS POL LEAGUE,2015,Year End Semi-Annual,,,
MID-ATLANTIC LABORERS POL LEAGUE,2016,First Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2016,Fourth Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2016,Second Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2016,Third Quarter,,,
MID-ATLANTIC LABORERS POL LEAGUE,2017,Mid Year Semi-Annual,,,
MIKE 4 HOUSE (JAMES MICHAEL CLAMPITT),2012,Mid Year Semi-Annual,,,
MIKE DECKER FOR STATE HOUSE,1999,Year End Semi-Annual,X,,
MIKE DECKER FOR STATE HOUSE,2000,First Quarter,X,,
MIKE DECKER FOR STATE HOUSE,2001,Mid Year Semi-Annual,X,,
MIKE EASLEY COMM,2003,Mid Year Semi-Annual,X,,
MIKE EASLEY COMM,2003,Year End Semi-Annual,X,,
MIKE EASLEY COMM,2004,First Quarter,X,,
MIKE EASLEY COMM,2004,Fourth Quarter,X,,
MIKE EASLEY COMM,2004,Second Quarter,X,,
MIKE EASLEY COMM,2004,Special,X,,
MIKE EASLEY COMM,2004,Third Quarter,X,,
MIKE EASLEY COMM,2005,Mid Year Semi-Annual,X,,
MIKE EASLEY COMM,2005,Year End Semi-Annual,X,,
MIKE EASLEY COMM,2006,Fourth Quarter,X,,
MIKE EASLEY COMM,2006,Mid Year Semi-Annual,,,
MIKE EASLEY COMM,2006,Third Quarter,X,,
MIKE EASLEY COMM,2007,Mid Year Semi-Annual,X,,
MIKE EASLEY COMM,2007,Year End Semi-Annual,X,,
MIKE EASLEY COMM,2008,Fourth Quarter,X,,
MIKE EASLEY COMM,2008,Mid Year Semi-Annual,X,,
MIKE EASLEY COMM,2008,Third Quarter,X,,
MIKE EDWARDS FOR NC HOUSE D120,2013,Mid Year Semi-Annual,,,
MIKE EDWARDS FOR NC HOUSE D120,2013,Year End Semi-Annual,,,
MIKE EDWARDS FOR NC HOUSE D120,2014,First Quarter,,,
MIKE EDWARDS FOR NC HOUSE D120,2014,Second Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2009,Year End Semi-Annual,,,
MIKE MCINTYRE FOR CONGRESS,2010,Fourth Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2010,Mid Year Semi-Annual,,,
MIKE MCINTYRE FOR CONGRESS,2010,Third Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2011,Mid Year Semi-Annual,,,
MIKE MCINTYRE FOR CONGRESS,2011,Year End Semi-Annual,,,
MIKE MCINTYRE FOR CONGRESS,2012,First Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2012,Fourth Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2012,Second Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2012,Third Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2013,Mid Year Semi-Annual,,,
MIKE MCINTYRE FOR CONGRESS,2013,Year End Semi-Annual,,,
MIKE MCINTYRE FOR CONGRESS,2014,First Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2014,Fourth Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2014,Second Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2014,Third Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2015,Mid Year Semi-Annual,,,
MIKE MCINTYRE FOR CONGRESS,2015,Year End Semi-Annual,,,
MIKE MCINTYRE FOR CONGRESS,2016,First Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2016,Fourth Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2016,Second Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2016,Third Quarter,,,
MIKE MCINTYRE FOR CONGRESS,2017,Mid Year Semi-Annual,,,
MIKE SILVER FOR JUDGE COMMITTEE,2019,Mid Year Semi-Annual,X,,
MIKE SILVER FOR JUDGE COMMITTEE,2019,Organizational,X,,
MIKE SILVER FOR JUDGE COMMITTEE,2019,Year End Semi-Annual,X,,
MIKE SILVER FOR JUDGE COMMITTEE,2020,First Quarter,X,,
MIKE SILVER FOR JUDGE COMMITTEE,2020,Second Quarter,X,,
MILLER-REEVES JOINT COMM,1998,Annual,,,
MILLS FOR NC HOUSE,2016,Fourth Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2009,Year End Semi-Annual,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2010,First Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2010,Fourth Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2010,Second Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2010,Third Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2011,Mid Year Semi-Annual,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2011,Year End Semi-Annual,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2012,First Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2012,Fourth Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2012,Second Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2012,Third Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2014,First Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2014,Fourth Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2014,Second Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2014,Third Quarter,,,
MINNESOTA MINING & MANUFACTURING COMP PAC (3M),2016,Fourth Quarter,,,
MINORITIES IN POLITICS,2018,Final,X,,
MIRANDA REYNOLDS FOR DISTRICT COURT JUDGE,2015,Organizational,,,
MIRANDA REYNOLDS FOR DISTRICT COURT JUDGE,2015,Year End Semi-Annual,,,
MISCHI BINKLEY FOR NC HOUSE 72,2003,Final,,,
MISCHI BINKLEY FOR NC HOUSE 72,2003,Mid Year Semi-Annual,,,
MITCH GILLESPIE FOR NC HOUSE,2000,First Quarter,X,,
MITCH GILLESPIE FOR NC HOUSE,2008,Fourth Quarter,X,,
MITCH GILLESPIE FOR NC HOUSE,2008,Third Quarter,X,,
MITCH GILLESPIE FOR NC HOUSE,2010,Third Quarter,X,,
MITCH GILLESPIE FOR NC HOUSE,2012,First Quarter,X,,
MITCH GILLESPIE FOR NC HOUSE,2013,Mid Year Semi-Annual,,,
MITCH GILLESPIE FOR NC HOUSE,2013,Year End Semi-Annual,,,
MITCH GILLESPIE FOR NC HOUSE,2014,First Quarter,,,
MITCH GILLESPIE FOR NC HOUSE,2014,First Quarter,X,,
MITCH GILLESPIE FOR NC HOUSE,2014,Fourth Quarter,,,
MITCH GILLESPIE FOR NC HOUSE,2014,Second Quarter,,,
MITCH GILLESPIE FOR NC HOUSE,2014,Third Quarter,,,
MITCHELL DEC,2010,Year End Semi-Annual,,,
MITCHELL DEC,2013,First Quarter,X,,
MITCHELL DEC,2013,Mid Year Semi-Annual,X,,
MITCHELL DEC,2013,Year End Semi-Annual,,,
MITCHELL DEC,2013,Year End Semi-Annual,X,,
MITCHELL DEC,2014,First Quarter,,,
MITCHELL DEC,2014,First Quarter,X,,
MITCHELL DEC,2014,Third Quarter,,,
MITCHELL DW,2010,Fourth Quarter,,,
MITCHELL DW,2010,Third Quarter,,,
MITCHELL DW,2011,Mid Year Semi-Annual,,,
MITCHELL DW,2011,Year End Semi-Annual,,,
MITCHELL DW,2012,First Quarter,,,
MITCHELL DW,2012,Fourth Quarter,,,
MITCHELL DW,2012,Second Quarter,,,
MITCHELL DW,2012,Third Quarter,,,
MITCHELL DW,2013,Mid Year Semi-Annual,,,
MITCHELL DW,2013,Year End Semi-Annual,,,
MITCHELL DW,2013,Year End Semi-Annual,X,,
MITCHELL DW,2014,First Quarter,,,
MITCHELL DW,2014,First Quarter,X,,
MITCHELL DW,2014,Fourth Quarter,,,
MITCHELL DW,2014,Second Quarter,,,
MITCHELL DW,2014,Second Quarter,X,,
MITCHELL DW,2014,Third Quarter,,,
MITCHELL DW,2015,Mid Year Semi-Annual,,,
MITCHELL DW,2015,Year End Semi-Annual,,,
MITCHELL DW,2015,Year End Semi-Annual,X,,
MITCHELL DW,2016,Final,,,
MITCHELL L MCLEAN FOR DIST JUDGE,2011,Final,,,
MITCHELL REC,2007,Year End Semi-Annual,,,
MITCHELL REC,2007,Year End Semi-Annual,X,,
MITCHELL REC,2008,Fourth Quarter,,,
MITCHELL REC,2008,Third Quarter,,,
MITCHELL REC,2008,Third Quarter,X,,
MITCHELL REC,2009,First Quarter,,,
MITCHELL REC,2009,Mid Year Semi-Annual,,,
MITCHELL REC,2009,Year End Semi-Annual,,,
MITCHELL REC,2010,First Quarter,,,
MITCHELL REC,2010,Fourth Quarter,,,
MITCHELL REC,2010,Second Quarter,,,
MITCHELL REC,2010,Third Quarter,,,
MITCHELL REC,2011,Mid Year Semi-Annual,,,
MITCHELL REC,2011,Year End Semi-Annual,,,
MITCHELL REC,2012,First Quarter,,,
MITCHELL REC,2012,Fourth Quarter,,,
MITCHELL REC,2012,Fourth Quarter,X,,
MITCHELL REC,2012,Second Quarter,,,
MITCHELL REC,2012,Third Quarter,,,
MITCHELL REC,2013,Mid Year Semi-Annual,,,
MITCHELL REC,2013,Year End Semi-Annual,,,
MITCHELL REC,2014,First Quarter,,,
MITCHELL REC,2014,Fourth Quarter,,,
MITCHELL REC,2014,Second Quarter,,,
MITCHELL REC,2014,Third Quarter,,,
MITCHELL REC,2015,Mid Year Semi-Annual,,,
MITCHELL REC,2015,Year End Semi-Annual,,,
MITCHELL REC,2016,First Quarter,,,
MITCHELL REC,2016,Fourth Quarter,,,
MITCHELL REC,2016,Second Quarter,,,
MITCHELL REC,2016,Third Quarter,,,
MITCHELL REC,2019,Mid Year Semi-Annual,,,
MITCHELL REC,2019,Year End Semi-Annual,,,
MITCHELL REC,2020,First Quarter,,,
MITCHELL REC,2020,Fourth Quarter,,,
MITCHELL REC,2020,Fourth Quarter,X,,
MITCHELL REC,2020,Mid Year Semi-Annual,,,
MITCHELL REC,2020,Second Quarter,,,
MONA LISA WALLACE,2016,Independent Expenditure Report,,,
MONA LISA WALLACE,2018,Independent Expenditure Report,,,
MONSANTO CITIZENSHIP FUND,2009,Year End Semi-Annual,,,
MONSANTO CITIZENSHIP FUND,2010,First Quarter,,,
MONSANTO CITIZENSHIP FUND,2010,Fourth Quarter,,,
MONSANTO CITIZENSHIP FUND,2010,Second Quarter,,,
MONSANTO CITIZENSHIP FUND,2010,Third Quarter,,,
MONSANTO CITIZENSHIP FUND,2011,Mid Year Semi-Annual,,,
MONSANTO CITIZENSHIP FUND,2011,Year End Semi-Annual,,,
MONSANTO CITIZENSHIP FUND,2012,First Quarter,,,
MONSANTO CITIZENSHIP FUND,2012,Fourth Quarter,,,
MONSANTO CITIZENSHIP FUND,2012,Second Quarter,,,
MONSANTO CITIZENSHIP FUND,2012,Third Quarter,,,
MONSANTO CITIZENSHIP FUND,2013,Year End Semi-Annual,X,,
MONSANTO CITIZENSHIP FUND,2014,Fourth Quarter,,,
MONSANTO CITIZENSHIP FUND,2015,Mid Year Semi-Annual,,,
MONSANTO CITIZENSHIP FUND,2015,Year End Semi-Annual,,,
MONSANTO CITIZENSHIP FUND,2016,First Quarter,,,
MONSANTO COMPANY CITIZENSHIP FUND,2016,Fourth Quarter,,,
MONSANTO COMPANY CITIZENSHIP FUND,2016,Third Quarter,,,
MONTGOMERY DEC,2005,Year End Semi-Annual,,,
MONTGOMERY DEC,2006,Mid Year Semi-Annual,,,
MONTGOMERY DEC,2006,Year End Semi-Annual,,,
MONTGOMERY DEC,2007,Mid Year Semi-Annual,,,
MONTGOMERY DEC,2008,Fourth Quarter,,,
MONTGOMERY DEC,2008,Third Quarter,,,
MONTGOMERY DEC,2009,Mid Year Semi-Annual,,,
MONTGOMERY DEC,2009,Mid Year Semi-Annual,X,,
MONTGOMERY DEC,2009,Year End Semi-Annual,,,
MONTGOMERY DEC,2010,First Quarter,,,
MONTGOMERY DEC,2010,Fourth Quarter,,,
MONTGOMERY DEC,2010,Fourth Quarter,X,,
MONTGOMERY DEC,2010,Mid Year Semi-Annual,,,
MONTGOMERY DEC,2010,Second Quarter,,,
MONTGOMERY DEC,2010,Third Quarter,,,
MONTGOMERY DEC,2011,First Quarter,,,
MONTGOMERY DEC,2011,Mid Year Semi-Annual,,,
MONTGOMERY DEC,2011,Mid Year Semi-Annual,X,,
MONTGOMERY DEC,2011,Year End Semi-Annual,,,
MONTGOMERY DEC,2012,First Quarter,,,
MONTGOMERY DEC,2012,First Quarter,X,,
MONTGOMERY DEC,2012,Fourth Quarter,,,
MONTGOMERY DEC,2012,Second Quarter,,,
MONTGOMERY DEC,2012,Third Quarter,,,
MONTGOMERY DEC,2013,First Quarter,,,
MONTGOMERY DEC,2013,Mid Year Semi-Annual,,,
MONTGOMERY DEC,2013,Year End Semi-Annual,,,
MONTGOMERY DEC,2014,First Quarter,,,
MONTGOMERY DEC,2014,Fourth Quarter,,,
MONTGOMERY DEC,2014,Second Quarter,,,
MONTGOMERY DEC,2016,Mid Year Semi-Annual,,,
MONTGOMERY DEC,2019,Mid Year Semi-Annual,,,
MONTGOMERY DEC,2019,Year End Semi-Annual,,,
MONTGOMERY DEC,2020,First Quarter,,,
MONTGOMERY DEC,2020,Second Quarter,,,
MONTGOMERY DEC,2020,Third Quarter,,,
MONTGOMERY DEC,2022,Fourth Quarter,,,
MONTGOMERY DW,2019,Mid Year Semi-Annual,,,
MONTGOMERY ECONOMIC DEVELOPMENT CORP,2011,Independent Expenditure Report,,,
MONTGOMERY REC,2002,Second Quarter,,,
MONTGOMERY REC,2002,Second Quarter,X,,
MONTGOMERY REC,2008,Fourth Quarter,,,
MONTGOMERY REC,2008,Third Quarter,,,
MONTGOMERY REC,2009,Mid Year Semi-Annual,,,
MONTGOMERY REC,2009,Mid Year Semi-Annual,X,,
MONTGOMERY REC,2009,Year End Semi-Annual,,,
MONTGOMERY REC,2010,First Quarter,,,
MONTGOMERY REC,2010,First Quarter,X,,
MONTGOMERY REC,2010,Fourth Quarter,,,
MONTGOMERY REC,2010,Second Quarter,,,
MONTGOMERY REC,2010,Third Quarter,,,
MONTGOMERY REC,2011,Mid Year Semi-Annual,,,
MONTGOMERY REC,2011,Year End Semi-Annual,,,
MONTGOMERY REC,2012,First Quarter,,,
MONTGOMERY REC,2012,Fourth Quarter,,,
MONTGOMERY REC,2012,Second Quarter,,,
MONTGOMERY REC,2012,Third Quarter,,,
MOORE AGAINST AMENDMENT ONE,2012,Final,,,
MOORE AGAINST AMENDMENT ONE,2012,Organizational,,,
MOORE AGAINST AMENDMENT ONE,2012,Pre-Referendum,,,
MOORE AGAINST AMENDMENT ONE,2012,Supplemental Final,,,
MOORE DEC,2018,First Quarter,X,,
MOORE DM,2014,First Quarter,X,,
MOORE DM,2016,Fourth Quarter,,,
MOORE DM,2016,Third Quarter,,,
MOORE DW,2004,Organizational,,,
MOORE DW,2007,Mid Year Semi-Annual,X,,
MOORE FOR NORTH CAROLINA,2011,Year End Semi-Annual,,,
MOORE FOR NORTH CAROLINA,2012,First Quarter,,,
MOORE N C SENATE COMM,1999,Mid Year Semi-Annual,X,,
MOORE N C SENATE COMM,2003,Final,,,
MOORE N C SENATE COMM,2003,Mid Year Semi-Annual,,,
MOORE REPUBLICAN BUILDING FUND C/O N CAROL WHEELDON,2018,Organizational,,,
MOORE REPUBLICAN BUILDING FUND C/O N CAROL WHEELDON,2018,Third Quarter,,,
MORE LIKE AMERICA PAC - NORTH CAROLINA,2020,Final,,,
MORE LIKE AMERICA PAC - NORTH CAROLINA,2020,Organizational,X,,
MORRISON FOR JUSTICE,2004,Third Quarter,X,,
MORRISVILLE ACTION,2008,Fourth Quarter,,,
MORRISVILLE ACTION,2008,Fourth Quarter,X,,
MORRISVILLE ACTION,2008,Second Quarter,,,
MORRISVILLE ACTION,2008,Second Quarter,X,,
MORRISVILLE ACTION,2008,Third Quarter,,,
MORRISVILLE ACTION,2009,Mid Year Semi-Annual,,,
MORRISVILLE ACTION,2009,Pre-Election,,,
MORRISVILLE ACTION,2009,Thirty-five-day,,,
MORRISVILLE ACTION,2009,Year End Semi-Annual,,,
MORRISVILLE ACTION,2011,Year End Semi-Annual,,,
MORRISVILLE ACTION,2012,First Quarter,,,
MORTGAGE BANKERS ASSN OF THE CAROLINAS PAC,2008,Fourth Quarter,,,
MORTGAGE BANKERS ASSN OF THE CAROLINAS PAC,2008,Second Quarter,,,
MORTGAGE BANKERS ASSN OF THE CAROLINAS PAC,2008,Third Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2009,Year End Semi-Annual,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2010,First Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2010,Fourth Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2010,Second Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2010,Third Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2011,Mid Year Semi-Annual,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2011,Year End Semi-Annual,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2012,First Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2012,Fourth Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2012,Second Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2012,Third Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2014,Fourth Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2014,Second Quarter,,,
MOTIVATING ENERGETIC LEADERSHIP PAC,2014,Third Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2011,Year End Semi-Annual,,,
MOTOROLA SOLUTIONS INC PAC,2012,First Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2012,Fourth Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2012,Second Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2012,Third Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2014,First Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2014,Fourth Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2014,Second Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2014,Third Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2015,Mid Year Semi-Annual,,,
MOTOROLA SOLUTIONS INC PAC,2015,Year End Semi-Annual,,,
MOTOROLA SOLUTIONS INC PAC,2016,First Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2016,Fourth Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2016,Second Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2016,Third Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2017,Mid Year Semi-Annual,,,
MOTOROLA SOLUTIONS INC PAC,2017,Mid Year Semi-Annual,X,,
MOTOROLA SOLUTIONS INC PAC,2019,Mid Year Semi-Annual,,,
MOTOROLA SOLUTIONS INC PAC,2019,Year End Semi-Annual,,,
MOTOROLA SOLUTIONS INC PAC,2020,First Quarter,,,
MOTOROLA SOLUTIONS INC PAC,2020,Second Quarter,,,
MOTSINGER FOR NC HOUSE 75,2019,Organizational,X,,
MOTSINGER FOR NC HOUSE 75,2020,First Quarter,X,,
MOTSINGER FOR NC HOUSE 75,2020,Second Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2012,Fourth Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2012,Organizational,,,
MOUNTAIN AREA CITIZENS PAC,2012,Organizational,X,,
MOUNTAIN AREA CITIZENS PAC,2012,Third Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2014,First Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2014,First Quarter,X,,
MOUNTAIN AREA CITIZENS PAC,2014,Fourth Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2014,Second Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2014,Third Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2015,Mid Year Semi-Annual,,,
MOUNTAIN AREA CITIZENS PAC,2015,Year End Semi-Annual,,,
MOUNTAIN AREA CITIZENS PAC,2016,First Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2016,Fourth Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2016,Second Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2016,Third Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2019,Year End Semi-Annual,,,
MOUNTAIN AREA CITIZENS PAC,2020,Final,,,
MOUNTAIN AREA CITIZENS PAC,2020,First Quarter,,,
MOUNTAIN AREA CITIZENS PAC,2020,Second Quarter,,,
MOUNTAIN HIGH RW ASSN,2009,Organizational,,,
MOUNTAIN HIGH RW ASSN,2009,Year End Semi-Annual,,,
MOUNTAIN HIGH RW CLUB,2015,Mid Year Semi-Annual,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2008,Fourth Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2009,Mid Year Semi-Annual,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2009,Year End Semi-Annual,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2010,Fourth Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2010,Third Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2011,Mid Year Semi-Annual,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2011,Year End Semi-Annual,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2012,First Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2012,Fourth Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2012,Second Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2012,Third Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2014,First Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2014,First Quarter,X,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2014,Fourth Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2014,Second Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2014,Third Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2015,Mid Year Semi-Annual,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2015,Year End Semi-Annual,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2016,First Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2016,Fourth Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2016,Second Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2016,Third Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2019,Year End Semi-Annual,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2020,First Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2020,Fourth Quarter,,,
MOUNTAIN NEUROLOGICAL CENTER PAC,2020,Second Quarter,,,
Mountain Neurological Center PAC (MNCPAC),2006,Third Quarter,,,
Mountain Neurological Center PAC (MNCPAC),2008,Second Quarter,,,
Mountain Neurological Center PAC (MNCPAC),2008,Third Quarter,,,
MOUNTAIN VALUES COALITION,2019,Year End Semi-Annual,,,
MOVEON.ORG POLITICAL ACTION,2018,Fourth Quarter,X,,
MOVING RALEIGH FORWARD,2017,Organizational,X,,
MSCPAC,2009,Year End Semi-Annual,,,
MSCPAC,2010,First Quarter,,,
MSCPAC,2010,Fourth Quarter,,,
MSCPAC,2010,Second Quarter,,,
MSCPAC,2010,Third Quarter,,,
MSCPAC,2011,Mid Year Semi-Annual,,,
MSCPAC,2011,Year End Semi-Annual,,,
MSCPAC,2012,First Quarter,,,
MSCPAC,2012,Fourth Quarter,,,
MSCPAC,2012,Second Quarter,,,
MSCPAC,2012,Third Quarter,,,
MSCPAC,2014,First Quarter,,,
MSCPAC,2014,Fourth Quarter,,,
MSCPAC,2014,Second Quarter,,,
MSCPAC,2014,Third Quarter,,,
MSCPAC,2015,Mid Year Semi-Annual,,,
MSCPAC,2015,Year End Semi-Annual,,,
MSCPAC,2016,First Quarter,,,
MSCPAC,2016,Fourth Quarter,,,
MSCPAC,2016,Second Quarter,,,
MSCPAC,2016,Third Quarter,,,
MSCPAC,2017,Mid Year Semi-Annual,,,
MSCPAC,2019,Mid Year Semi-Annual,,,
